"GEOID","INVERSE_DIST_10mile","INVERSE_DIST_20mile","COUNT_5mile"
"51153901231",3.44682067734618e-06,1.12556530004388e-05,12
"51153901232",3.06458133419573e-06,1.19316180343207e-05,12
"51153901233",2.582867474527e-06,6.5850018979031e-06,21
"51153901234",7.85486051564265e-06,1.57303964360362e-05,47
"51153901235",1.27622402966163e-05,2.6370090158838e-05,109
"51153901236",1.14272562999719e-05,2.11919469775362e-05,131
"51153901237",1.63869047266634e-05,2.9412122643312e-05,139
"51153901303",2.44837062080866e-06,9.88936669220265e-06,15
"51153901304",4.45357605271105e-06,1.69288518413901e-05,11
"51153901305",1.87682772059957e-06,9.2167407639026e-06,7
"51153901306",2.40315312206663e-06,7.11392167628732e-06,6
"51153901403",2.13841208307358e-06,7.94311706298668e-06,17
"51153901407",3.83967515315527e-06,1.37616607476193e-05,32
"51153901408",1.96629541597778e-06,6.91749324076821e-06,28
"51153901409",2.09335271647788e-06,6.78040572022358e-06,26
"51153901410",1.86406722810743e-06,5.44160011816854e-06,35
"51153901411",3.78861474634836e-06,7.3308074752969e-06,46
"51153901412",2.60312725900034e-06,6.40768050525621e-06,45
"51153901413",3.2548752258354e-06,9.12738969404528e-06,45
"51153901414",2.36014847697061e-06,7.21282615417824e-06,38
"51153901415",3.88208711261387e-06,1.03558641595948e-05,33
"51153901416",3.24243498907759e-06,8.79001507595995e-06,11
"51153901417",4.25754411369115e-06,1.25761625481517e-05,39
"51153901503",2.33418588769104e-06,6.49878620353235e-06,30
"51153901504",5.57201321006566e-06,1.2231096119258e-05,38
"51153901505",2.10038883031698e-06,5.51887305646225e-06,39
"51153901506",3.71520131178508e-06,7.96480388944472e-06,41
"51153901507",8.11848022535685e-06,1.65822238843806e-05,43
"51153901508",5.75451349284589e-06,1.03061447874191e-05,46
"51153901509",1.53738348239265e-06,5.8852169961472e-06,8
"51153901510",2.48659485249712e-06,6.72559447401303e-06,40
"51153901511",6.04377997160418e-06,1.76527252016626e-05,39
"51153901601",4.64461664891785e-06,1.61048840415426e-05,37
"51153901602",2.15839608109528e-06,7.51106648065194e-06,37
"51153901701",1.87974298936793e-06,6.95700906981916e-06,21
"51153901702",5.56329427620574e-06,1.71819695840849e-05,51
"51153901900",4.47099231943172e-06,1.32012163202824e-05,51
"51153980100",Inf,Inf,1
"51155980100",0,0,0
"51155980200",0,0,0
"51163930100",0,0,0
"51175200500",0,0,0
"51510200102",3.59397235737708e-05,4.00790427347921e-05,533
"51510200103",1.98468723217286e-05,2.24297196254251e-05,463
"51510200104",3.75131533486338e-05,4.23257643998223e-05,520
"51510200105",4.58056933933419e-05,5.09610173547703e-05,495
"51510200106",5.37207575095721e-05,5.98567530350008e-05,502
"51510200107",3.15999922455092e-05,3.48939807649729e-05,477
"51510200201",4.33570257967316e-05,4.90671092592437e-05,441
"51510200202",8.55989914038655e-05,9.89565907999428e-05,364
"51510200301",4.90625827836624e-05,5.53277115069283e-05,485
"51510200302",3.44736702823558e-05,3.89948005022971e-05,453
"51510200303",3.27947825364129e-05,3.68372628914393e-05,434
"51510200403",0.00011366578196378,0.000129167387899175,344
"51510200404",4.26780013548042e-05,4.86271807323328e-05,383
"51510200405",2.50716701161755e-05,2.7882419974309e-05,395
"51510200406",3.72286150267894e-05,4.14431635983169e-05,393
"51510200407",3.55882614551278e-05,4.01878313673184e-05,366
"51510200500",3.4454791100251e-05,3.9234859775168e-05,414
"51510200600",3.20084675173906e-05,3.67130255079635e-05,370
"51510200701",0.000184554401348397,0.00021937855899246,293
"51510200702",3.0878314834962e-05,3.622787957079e-05,266
"51510200703",4.84760337269664e-05,5.5708936182357e-05,243
"51510200801",4.97429469677382e-05,5.81624985989908e-05,330
"51510200802",4.57605844095807e-05,5.34554005969888e-05,300
"51510200900",2.94032064079477e-05,3.37602772260303e-05,381
"51510201000",5.43387220722205e-05,6.1583324913697e-05,419
"51510201100",4.98819053227875e-05,5.67703646023658e-05,405
"51510201202",4.37182906661382e-05,5.02665632315276e-05,372
"51510201203",2.26214646660605e-05,2.54988646582606e-05,389
"51510201204",4.41270656281654e-05,5.12850439536383e-05,367
"51510201300",4.26341178945307e-05,4.93443197883028e-05,337
"51510201400",3.21697159191936e-05,3.69530198983847e-05,333
"51510201500",3.56101884770549e-05,4.12999785632345e-05,290
"51510201600",2.96002757589452e-05,3.3871798331128e-05,267
"51510201801",2.33601742304182e-05,2.71345574634243e-05,267
"51510201802",7.16582615916628e-05,8.18684534179421e-05,245
"51510201900",0.000102581813952698,0.000114622543944538,259
"51510202001",6.18802861703972e-05,7.14116150575601e-05,229
"51510202002",4.36642381901988e-05,5.28215708542701e-05,194
"51590980100",0,0,0
"51600300100",2.0975697004764e-05,2.83470655340692e-05,132
"51600300200",2.9476272286789e-05,3.6398691169409e-05,153
"51600300300",1.95360028581832e-05,2.50912453681329e-05,194
"51600300400",2.48750266744893e-05,3.52295316843216e-05,122
"51600300500",2.73987573587246e-05,3.74406331911303e-05,162
"51610500100",5.52510871420345e-05,6.21991698652614e-05,405
"51610500200",3.04561873037035e-05,3.41945213480569e-05,402
"51610500300",4.05366350573155e-05,4.54285526221388e-05,464
"51670980100",0,0,0
"51683910100",3.27138526869436e-06,1.25029427763666e-05,16
"51683910201",3.94985565274735e-06,1.30882764505643e-05,21
"51683910202",2.40823085108721e-06,8.02515407420327e-06,29
"51683910301",3.7730653339489e-06,1.3362294307704e-05,12
"51683910302",2.36709216679604e-06,9.44558545129227e-06,13
"51683910401",1.95691587583498e-06,8.18547501790814e-06,13
"51683910402",2.31137399933235e-06,9.44259812139703e-06,14
"51685920100",3.43267236000569e-06,1.05125675483539e-05,48
"51685920200",3.30276364608889e-06,9.09839754388939e-06,32
"51710980100",0,0,0
"51710980200",0,0,0
"51710980300",0,0,0
"51740980100",0,0,0
