"GEOID","INVERSE_DIST_10mile","INVERSE_DIST_20mile","COUNT_5mile"
"51087200802",0,0,0
"51087201202",0,0,0
"51087980100",0,0,0
"51107610101",1.0461443708047e-06,2.09427621186197e-06,7
"51107610102",1.04833198275939e-06,2.70139541515843e-06,7
"51107610201",2.2911422690536e-06,3.62999801102387e-06,29
"51107610202",1.87553249305061e-06,3.35944057937191e-06,24
"51107610300",1.50642158597143e-06,2.94170505291853e-06,11
"51107610400",7.14484710274522e-06,9.84601793948185e-06,57
"51107610503",4.72694568047359e-06,6.35327053106587e-06,58
"51107610504",5.61030502657024e-06,7.28691834475383e-06,56
"51107610505",1.44586473954849e-05,1.64868180841597e-05,61
"51107610506",9.4723347042735e-06,1.22830543341438e-05,75
"51107610507",4.87325958002032e-06,7.20459007377199e-06,77
"51107610601",3.49128148867133e-06,5.39522808061043e-06,58
"51107610602",1.20245152432599e-05,1.79862321479876e-05,60
"51107610603",1.75100540927661e-05,2.20244667440177e-05,61
"51107610604",5.3251526274923e-06,7.25875380981635e-06,73
"51107610701",3.09637106126728e-06,4.76598563788615e-06,29
"51107610702",7.95447593790877e-06,9.3459868390265e-06,32
"51107610703",3.1087807543358e-06,5.50873829557291e-06,43
"51107610800",7.59542520440911e-07,2.18262877739777e-06,6
"51107610900",1.98951073775654e-06,1.10474155913394e-05,11
"51107611002",1.02436435130333e-05,1.50501240882588e-05,131
"51107611004",6.32642865589275e-06,8.892878754388e-06,95
"51107611005",9.49333550189403e-06,1.29062107607492e-05,100
"51107611006",1.13675567970645e-05,1.51764538964906e-05,129
"51107611009",5.89825346737521e-06,8.9083262954451e-06,89
"51107611010",2.06374659110962e-05,3.09320821953768e-05,92
"51107611011",1.17821839611659e-05,1.64796605359722e-05,99
"51107611012",9.56354277322279e-06,1.34923559362226e-05,109
"51107611013",1.17110986146721e-05,1.62808470808932e-05,106
"51107611014",1.18609024262684e-05,1.6210638791492e-05,106
"51107611015",2.13348201265956e-05,3.01754227914534e-05,112
"51107611016",2.16651308201229e-05,3.00255787422463e-05,118
"51107611017",1.77486226927198e-05,2.39174469759428e-05,124
"51107611018",2.46275106962702e-05,3.31525562236526e-05,135
"51107611019",9.0761916256983e-06,1.23511036195991e-05,109
"51107611020",1.3192849675663e-05,1.72060050908613e-05,115
"51107611021",9.04090996717954e-06,1.31219938763817e-05,102
"51107611022",7.17789859275258e-06,1.02983088979968e-05,79
"51107611023",7.17654466569407e-06,1.0328326301789e-05,77
"51107611024",4.57623066253526e-06,8.7295224278086e-06,32
"51107611025",7.54754118125257e-06,1.17006572846328e-05,53
"51107611101",1.05758942399249e-05,1.56605016936319e-05,137
"51107611102",7.90035850615066e-06,1.1753602104811e-05,126
"51107611202",9.17873650934111e-06,1.54519316964404e-05,98
"51107611204",9.11098760880926e-06,1.51022405788456e-05,119
"51107611205",1.00253410233688e-05,1.56370015872102e-05,144
"51107611206",1.07360585194122e-05,1.71011415919639e-05,115
"51107611207",1.43278681285076e-05,2.16359718743199e-05,142
"51107611208",8.76626477774692e-06,1.63633041425917e-05,81
"51107611209",7.3795697678499e-06,1.26384382996573e-05,99
"51107611300",1.21868871837577e-05,1.80118617648668e-05,168
"51107611400",1.28780024525024e-05,1.93522274442329e-05,180
"51107611501",2.18598610654237e-05,2.99218782261963e-05,160
"51107611502",1.19111702025684e-05,1.77337134494973e-05,185
"51107611601",1.88609750851416e-05,2.61683907393171e-05,190
"51107611602",1.81469180526235e-05,2.68218120276245e-05,193
"51107611700",1.07762448204668e-05,1.62642844038302e-05,191
"51107611801",4.28815321272715e-06,8.75570014507113e-06,16
"51107611802",3.12123832136616e-06,6.34548112603064e-06,27
"51107611803",4.82751127780204e-06,9.99226508594605e-06,45
"51107611804",6.47908754744503e-06,1.24159072521286e-05,52
"51107611805",6.16114943793903e-06,1.24275050106441e-05,57
"51107611806",3.14908949191532e-06,7.11364612356866e-06,15
"51107611900",5.62275685982207e-06,8.66261735611235e-06,77
"51107980100",0.0304923905012358,0.0459590780054907,182
"51111930100",0,0,0
"51113930100",0,0,0
"51131930100",0,0,0
"51135980100",0,0,0
"51145500200",0,0,0
"51145500300",0,0,0
"51147930100",0,0,0
"51147930203",0,0,0
"51153900100",1.61495730485526e-05,2.71057034033757e-05,119
"51153900201",7.37234058558593e-05,9.13153302723457e-05,142
"51153900202",1.67774547275481e-05,2.62676200017858e-05,149
"51153900203",1.48282836140765e-05,2.28559641989367e-05,146
"51153900300",8.84197608829756e-06,1.3659279353236e-05,150
"51153900403",1.17445735056441e-05,1.78606363864717e-05,165
"51153900404",1.01859251885134e-05,1.57965316889478e-05,167
"51153900407",8.57268166502928e-06,1.3154515270809e-05,152
"51153900408",1.07826904841963e-05,1.66594283246079e-05,146
"51153900409",1.16002539468901e-05,1.73197769882207e-05,172
"51153900410",9.5447131696697e-06,1.45988145197912e-05,167
"51153900501",8.49387547543804e-06,1.31375626538218e-05,155
"51153900502",2.69852378995237e-05,4.11039535309032e-05,158
"51153900600",7.64912039563806e-06,1.21528188241947e-05,140
"51153900701",9.70560968918785e-06,1.52630116843886e-05,156
"51153900702",5.52899983505423e-06,9.34022612781977e-06,134
"51153900801",6.33209716238569e-06,1.00690063422818e-05,129
"51153900802",5.39986358238354e-06,7.64798229362172e-06,116
"51153900901",6.71290516528762e-06,8.33368824034992e-06,53
"51153900904",6.21718973963234e-06,8.54464344424695e-06,72
"51153900905",5.01887745661429e-06,6.30578470637216e-06,46
"51153901001",5.4758251707203e-06,7.403686494978e-06,68
"51153901005",5.76052240752217e-06,1.00258355296847e-05,79
"51153901008",7.39573156991191e-06,9.87064293055672e-06,118
"51153901009",5.26659434497431e-06,8.2780010869807e-06,135
"51153901010",8.93511648913777e-06,1.29925761394679e-05,127
"51153901011",7.47538253210436e-06,1.12033091958403e-05,142
"51153901012",1.58173435272745e-05,2.07455723864912e-05,121
"51153901100",3.47196397808216e-06,5.18735866112356e-06,40
"51153901203",1.43819465955974e-05,2.2961576791159e-05,154
"51153901208",1.62199775016418e-05,2.76957958180494e-05,148
"51153901209",9.40522779558922e-06,1.53420359149251e-05,157
"51153901211",1.23901297617436e-05,2.01705009524882e-05,145
"51153901212",6.52594179673455e-06,1.12762170511716e-05,103
"51153901219",5.08870932026354e-06,1.21177257149461e-05,45
"51153901221",9.42929652908538e-06,1.74207232609194e-05,143
"51153901222",1.70629143237666e-05,3.29162448940663e-05,150
"51153901223",7.77399586761856e-06,1.41646354664752e-05,154
"51153901224",1.27014185432454e-05,2.16464105639793e-05,155
"51153901225",1.21895166835367e-05,2.03531844189695e-05,147
"51153901226",1.37270483066979e-05,1.94324532386239e-05,90
"51153901227",8.08676460553676e-06,1.38291578785144e-05,102
"51153901228",5.92846236702213e-06,1.00996331746394e-05,108
"51153901229",7.81537935949015e-06,1.45892380364722e-05,93
"51153901230",6.51858920005e-06,1.323153263446e-05,64
