"","comp_index","GEOID"
"1",-2.24515562413871,51007930100
"2",-0.613309543019895,51013100100
"3",-1.47603178286171,51013100200
"4",-1.93823358898043,51013100300
"5",-0.463600841918426,51013100400
"6",0.190376992531627,51013100500
"7",3.14244065797682,51013100600
"8",0.866329336786109,51013100700
"9",10.0752511171729,51013100800
"10",1.2117482354149,51013100900
"11",4.21960161754149,51013101000
"12",-0.130541712630113,51013101100
"13",2.89162320644312,51013101200
"14",-0.2472676536075,51013101300
"15",15.7008595266853,51013101401
"16",5.89096251220766,51013101402
"17",2.92985871991188,51013101403
"18",2.38856804730267,51013101404
"19",-0.250378506090751,51013101500
"20",9.00823277264129,51013101601
"21",9.1467620372736,51013101602
"22",2.27586981482359,51013101603
"23",4.37707873661541,51013101701
"24",1.56353681843529,51013101702
"25",4.65042797040685,51013101703
"26",4.5986339404871,51013101801
"27",1.21565676823028,51013101802
"28",2.10481691090102,51013101803
"29",8.27962953579062,51013101900
"30",7.90922812135305,51013102001
"31",14.6067395915307,51013102002
"32",3.05396210271784,51013102003
"33",6.69732714568543,51013102100
"34",1.2761037213464,51013102200
"35",10.0724966834937,51013102301
"36",2.83054700586579,51013102302
"37",2.9461781806461,51013102400
"38",2.51901140020531,51013102500
"39",3.77168751594759,51013102600
"40",4.23584559194117,51013102701
"41",8.24512498944079,51013102702
"42",1.16207970095913,51013102801
"43",10.9629447201451,51013102802
"44",2.50851275631307,51013102901
"45",1.63554679759193,51013102902
"46",2.90424287513366,51013103000
"47",1.98428682358944,51013103100
"48",1.57616647002406,51013103200
"49",5.64452971997968,51013103300
"50",25.5933202771746,51013103401
"51",0.492376999669555,51013103402
"52",1.87195128752053,51013103501
"53",2.98376127283876,51013103502
"54",1.26883585549591,51013103503
"55",2.82885147203034,51013103601
"56",12.1818831181432,51013103602
"57",3.2800930018955,51013103700
"58",1.95298544633033,51013103800
"59",-2.49634602396742,51017920100
"60",-2.50546558950969,51025930100
"61",-1.34271895245595,51025930203
"62",-2.02175663037975,51037930100
"63",-1.33254674021839,51041100300
"64",-2.5378811114337,51041100600
"65",-2.00947248386617,51049930100
"66",-0.847070913998021,51059415100
"67",-0.338682796994482,51059415200
"68",0.0597985524824444,51059415300
"69",0.064335746668038,51059415401
"70",-0.73702029546562,51059415402
"71",-0.363031825677978,51059415500
"72",-1.62530709322904,51059415600
"73",-3.29580494349873,51059415700
"74",-3.14879528174468,51059415800
"75",-2.37585095652704,51059415900
"76",-0.955878186648757,51059416000
"77",-2.77895320321878,51059416100
"78",-2.04016353504417,51059416200
"79",-2.4175884339479,51059416300
"80",0.17353637105027,51059420100
"81",0.448551942538621,51059420201
"82",2.16148367800784,51059420202
"83",0.902178164484565,51059420203
"84",-1.68045662069743,51059420300
"85",0.947158504510678,51059420400
"86",2.75279782349837,51059420501
"87",2.52484399447856,51059420502
"88",1.52887627586181,51059420503
"89",-0.171738049270859,51059420600
"90",-0.91423589259982,51059420700
"91",-0.954636957938272,51059420800
"92",0.639117457834659,51059421001
"93",0.0786171650255564,51059421002
"94",-2.03791685613237,51059421101
"95",0.1980568295421,51059421102
"96",-1.65018102864064,51059421103
"97",-0.341748485158592,51059421200
"98",-1.37744974894572,51059421300
"99",-0.200885260526471,51059421400
"100",-0.00959389380538927,51059421500
"101",-0.16756081463505,51059421600
"102",-0.0878283620573807,51059421701
"103",-0.402467093299692,51059421702
"104",-0.502795191273991,51059421800
"105",0.240866885813087,51059421900
"106",-0.203890594445136,51059422000
"107",-1.82309958427305,51059422101
"108",-1.18800616300374,51059422102
"109",-1.13362627949903,51059422201
"110",-1.50437827743919,51059422202
"111",0.431161829322071,51059422301
"112",-1.35142186499613,51059422302
"113",-0.00397782664282505,51059422401
"114",-1.64840399658231,51059422402
"115",-0.13926686510025,51059422403
"116",-1.41597841064521,51059430101
"117",0.401961835842066,51059430102
"118",-0.585924509325197,51059430201
"119",-1.15321374272318,51059430202
"120",0.545855778115063,51059430203
"121",-1.46843674360152,51059430400
"122",3.14223718608045,51059430500
"123",0.341089743182372,51059430600
"124",1.14136113957806,51059430700
"125",-1.25466394669684,51059430801
"126",-0.774941739406977,51059430802
"127",-0.405935544236605,51059430901
"128",-0.239738912844258,51059430902
"129",-1.03564266945316,51059431001
"130",1.23467909878281,51059431002
"131",-1.13031108252824,51059431300
"132",-1.15790107982878,51059431400
"133",-1.89337094192283,51059431500
"134",-0.214865059295559,51059431600
"135",-0.750950572021377,51059431801
"136",0.618677152694273,51059431802
"137",-0.329238270179466,51059431900
"138",-0.491989477302333,51059432000
"139",-0.638698495785751,51059432100
"140",1.86575049737388,51059432201
"141",-0.667063795569783,51059432202
"142",-1.85710442689097,51059432300
"143",-1.45939401756975,51059432401
"144",-2.27198807131145,51059432402
"145",-2.61960119010941,51059432500
"146",-2.16362258838152,51059432600
"147",-1.32428610592686,51059432701
"148",-1.39278885367183,51059432702
"149",0.737835661898762,51059432800
"150",-0.880961495319237,51059440100
"151",3.94102959533622,51059440201
"152",0.526814092030374,51059440202
"153",1.23842059786832,51059440300
"154",-0.668208023407407,51059440501
"155",-1.16305825784997,51059440502
"156",1.56745967891754,51059440600
"157",0.976995899889586,51059440701
"158",-1.206181179393,51059440702
"159",-0.560367216932003,51059440800
"160",0.259325044073645,51059450100
"161",1.50909139233746,51059450200
"162",0.930267156752638,51059450300
"163",2.98010260884691,51059450400
"164",2.37374100293491,51059450500
"165",0.200710368344801,51059450601
"166",1.91502856661109,51059450602
"167",1.54271423136182,51059450701
"168",1.7696433070232,51059450702
"169",2.11895918745401,51059450800
"170",4.70665274365258,51059450900
"171",3.06023512563278,51059451000
"172",3.53173087589584,51059451100
"173",4.94791429920345,51059451200
"174",3.39450434145013,51059451300
"175",4.5436241814877,51059451400
"176",1.66905965594224,51059451501
"177",3.29166907437632,51059451502
"178",2.86440688366735,51059451601
"179",4.6077454608569,51059451602
"180",1.73542374054179,51059451800
"181",-0.469676885235378,51059451900
"182",4.68164549458555,51059452000
"183",0.15413635423287,51059452101
"184",2.24818562275981,51059452102
"185",0.782062119622528,51059452200
"186",2.50713166044685,51059452301
"187",1.34565149490336,51059452302
"188",-0.851582842344493,51059452400
